app,category,rating,reviews,price,size_bytes,store
WEAR - Fashion Lookbook,Shopping,4.0,66,0.0,98292736,apple
"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",Entertainment,2.5,12,0.99,37777408,apple
Battle Supremacy,Games,4.0,3124,4.99,1079500800,apple
Christmas Countdown 2017,Entertainment,4.5,334,0.0,55493632,apple
Sunday Lawn Seasons,Games,4.5,1420,0.99,15258624,apple
FACIE,Photo & Video,3.5,514,0.0,35204096,apple
TCS NYC Marathon,Sports,3.5,43,0.0,29911040,apple
Cookie Jam,Games,4.5,52831,0.0,148408320,apple
LEGO® Star Wars™:  The Complete Saga,Games,4.0,19340,0.0,865561600,apple
THE KING OF FIGHTERS '97,Games,4.5,681,2.99,106971136,apple
Monument Valley,Games,4.5,24909,3.99,673243136,apple
Pan Book 2: Chasing the Keeper,Book,4.5,394,5.99,792521728,apple
Green Screen by Do Ink,Education,3.5,257,2.99,28033024,apple
Hue Halloween for Philips Hue,Entertainment,3.5,54,1.99,86936576,apple
ProCam 4 - Manual Camera + RAW,Photo & Video,4.5,5150,4.99,45063168,apple
Toca Hair Salon Me,Entertainment,4.0,895,2.99,132188160,apple
Christmas Dentist Doctor Kid Games (Girls & Boys),Games,4.5,6917,0.0,38051840,apple
Double Dragon Trilogy,Games,4.0,427,2.99,133456896,apple
Sago Mini Ocean Swimmer,Education,4.5,690,2.99,189380608,apple
Disney Magic Kingdoms,Games,4.0,17213,0.0,468258816,apple
XFINITY Stream,Entertainment,3.0,14198,0.0,136228864,apple
Hitman GO,Games,4.5,8673,4.99,1098042368,apple
Disney Applause,Entertainment,2.0,1654,0.0,14128128,apple
秀色秀场-网红直播 聊天交友,Social Networking,2.5,6,0.0,88574976,apple
Timeline Builder: Create Custom Timelines,Education,2.5,21,1.99,16902144,apple
SHOWROOM - video live streaming,Entertainment,5.0,20,0.0,113558528,apple
God of Light,Games,4.5,3542,1.99,320721920,apple
Super Why! Phonics Fair,Education,3.0,72,3.99,117460992,apple
Beat the Boss 3 (17+),Games,4.5,507,0.99,344064000,apple
Cut the Rope: Time Travel Free,Games,4.0,4327,0.0,122609664,apple
Xbox,Entertainment,4.5,72187,0.0,111777792,apple
Raildale - Railroad & Railway Building Game,Games,4.0,61,2.99,16873472,apple
A Dark Room,Games,4.5,29540,0.99,26759168,apple
Arise: Beat Procrastination & dominate todo lists!,Productivity,4.0,52,2.99,7851008,apple
LEGO® Marvel Super Heroes: Universe in Peril,Games,4.0,1784,4.99,1265238016,apple
美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,Food & Drink,4.5,225,0.0,72879104,apple
"FandangoNOW - Movies + TV - anytime, anywhere",Entertainment,2.0,787,0.0,109808640,apple
Farming Simulator 14,Games,4.0,3615,0.0,133218304,apple
VivaVideo - Best Video Editor & Photo Movie Maker,Photo & Video,4.5,10618,0.0,136221696,apple
Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,Games,4.5,3699,0.99,315658240,apple
Literacy Leveler,Education,3.5,196,4.99,2455552,apple
Detective Grimoire,Games,4.5,439,1.99,168226816,apple
Dr. Panda Bus Driver,Education,4.5,536,2.99,173861888,apple
Dr. Panda Home,Education,4.5,691,2.99,312545280,apple
Red－shop the world,Shopping,4.5,768,0.0,64273408,apple
PDF Pro 2 - The ultimate PDF app,Business,4.0,149,4.99,36186112,apple
我的密码-极简账号备忘录，安全记录管家,Productivity,5.0,2,1.99,3905536,apple
Blek,Games,4.5,20144,2.99,118883328,apple
"PDF Expert 6: Read, annotate & edit PDF documents",Productivity,4.5,15248,9.99,123600896,apple
bergfex/Ski PRO,Weather,4.0,9,2.99,33825792,apple
MONSTER HUNTER FREEDOM UNITE for iOS,Games,4.5,2170,14.99,1219313664,apple
Pocket Stables,Games,4.5,160,4.99,189939712,apple
GraphNCalc83,Education,4.5,311,6.99,14244864,apple
Team Umizoomi: Math Racer HD,Education,3.5,169,4.99,389066752,apple
Google Play Movies & TV,Entertainment,3.0,1195,0.0,64877568,apple
MixChannel,Photo & Video,4.0,6,0.0,109877248,apple
Alpha Omega,Games,4.5,2892,0.0,180259840,apple
Toca Lab: Elements,Entertainment,4.0,1689,2.99,179275776,apple
Wallpapers for Me - Themes & Background Images,Entertainment,4.5,16925,0.0,80015360,apple
Pimp Your Screen - Custom Themes & Wallpapers,Lifestyle,4.5,6424,1.99,81352704,apple
"Weather Live - Weather Forecast, Radar and Alerts",Weather,4.5,28497,4.99,57539584,apple
Weather Live Free - Weather Forecast & Alerts,Weather,4.5,35702,0.0,101524480,apple
Emoji Keyboard for Me - Free Emoji Keyboard Themes,Utilities,4.5,4162,0.0,152071168,apple
Emoji Keyboard for Me - Keyboard Themes & Emojis,Utilities,4.0,2167,2.99,147377152,apple
Pimp Your Sound,Music,4.0,425,1.99,59085824,apple
Calculator Pro for iPad - Scientific Calculator,Utilities,4.5,6645,2.99,68042752,apple
Calculator Pro for iPad Free - Smart Calculator,Utilities,4.5,47803,0.0,89096192,apple
Alarm Clock for Me - Best Wake Up Music & Clock,Utilities,4.0,4959,0.0,120000512,apple
Alarm Clock for Me - Sleep Timer & Event Countdown,Utilities,4.0,1635,3.99,74212352,apple
"Notepad+: Take Notes, Annotate and Write on PDF",Productivity,4.5,6288,14.99,63457280,apple
NOAA Radar Pro – Weather Alerts & Forecast,Weather,4.5,28032,3.99,82765824,apple
NOAA Weather Radar - Weather Forecast & HD Radar,Weather,4.5,45696,0.0,108172288,apple
Serato Remote Mini,Music,3.0,50,4.99,4603904,apple
NightCap Camera,Photo & Video,4.0,128,1.99,6580224,apple
新概念英语2015最新版-英美全四册,Education,5.0,6,0.99,475598848,apple
InstaVideo Pro - Add background music to videos,Utilities,2.0,51,1.99,4246528,apple
Skateboard Party 2,Games,4.5,187,1.99,1294111744,apple
Cursive Writing Wizard - Kids Learn to Write Letters & Words,Education,5.0,121,4.99,52457472,apple
AJ Jump: Animal Jam Kangaroos!,Games,4.5,834,1.99,160192512,apple
Calculator HD - the missing calculator on your iPad,Utilities,4.5,42,1.99,3002368,apple
Weaphones: Firearms Simulator Volume 2,Games,4.5,481,2.99,35201024,apple
Skyline Skaters,Games,4.5,11785,0.0,155365376,apple
Pakka Pets Village - Build a Cute Virtual Pet Town,Games,4.5,11933,0.0,205014016,apple
"Blokus™ – Attack, Block & Defend!",Games,3.5,423,1.99,108665856,apple
MetaMoJi Note Lite,Productivity,4.0,93,0.0,106452992,apple
Grand Theft Auto: San Andreas,Games,4.0,32533,6.99,2060416000,apple
Waterlogue,Photo & Video,4.5,1827,3.99,55678976,apple
7 Minute Workout Challenge HD for iPad,Health & Fitness,4.5,258,2.99,116260864,apple
Hard Time VIP (Prison Sim),Games,4.0,276,4.99,47905792,apple
AngerForce - Strikers,Games,3.5,22,3.99,307089408,apple
Power Ping Pong,Games,3.5,69,4.99,742855680,apple
懂球帝 - 足球迷必备神器,Sports,4.5,439,0.0,77705216,apple
Disney Movies Anywhere: Watch Your Disney Movies!,Entertainment,3.5,15900,0.0,81021952,apple
"FXNOW - Full Episodes, Movies, and Stream Live TV",Entertainment,3.0,9496,0.0,71529472,apple
Angry Birds Epic RPG,Games,4.5,84680,0.0,581533696,apple
Criminal Case,Games,4.5,63291,0.0,131917824,apple
Spider: Rite of the Shrouded Moon,Games,4.5,155,4.99,908151808,apple
航旅纵横PRO-官方航班动态、手机值机、机票,Travel,4.5,197,0.99,72461312,apple
TV App,Lifestyle,4.5,195,0.99,962560,apple
YouCam Perfect - Photo & Selfie Editor,Photo & Video,4.5,4293,0.0,131635200,apple
MiP App,Entertainment,4.5,4350,0.0,96199680,apple
宜搜小说-亿万网友共享高品质阅读离线追更,Book,4.5,201,0.0,42125312,apple
Hide N Seek : Mini Multiplayer Game,Games,4.0,10358,0.0,185019392,apple
Stick & MojiMe New,Lifestyle,1.5,10,0.99,64851968,apple
Bowling King,Games,4.5,60271,0.0,174499840,apple
Microtrip,Games,4.5,1551,0.0,32567296,apple
Pointless Quiz,Games,4.5,32,1.99,80462848,apple
LEGO® Star Wars™:  Microfighters,Games,3.5,139,0.99,248688640,apple
Date & Time Photo Stamp,Photo & Video,2.5,21,0.99,618496,apple
LEGO® Friends,Games,4.0,400,4.99,766447616,apple
News Pro - Breitbart Edition,News,3.5,244,0.99,2683904,apple
Ducky Fuzz,Games,5.0,1,0.99,61550592,apple
FilmStory - For All Your Video Editing Needs,Photo & Video,4.0,66,0.0,80793600,apple
Kahuna,Games,4.0,59,0.99,60870656,apple
MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,Travel,4.5,493,0.0,40896512,apple
WWE SuperCard,Games,4.5,13842,0.0,395563008,apple
iA Writer,Productivity,4.0,541,3.99,28087296,apple
Shadowmatic,Games,4.5,6136,3.99,314895360,apple
Dungeon Boss,Games,4.5,20980,0.0,169657344,apple
Motorsport Manager,Games,4.5,2394,1.99,714420224,apple
ChineseSkill -Learn Mandarin Chinese Language Free,Education,5.0,6077,0.0,174596096,apple
"GoodReader - PDF Reader, Annotator and File Manager",Productivity,4.5,4756,4.99,64333824,apple
miCal - the missing calendar with reminders,Productivity,4.0,245,1.99,32152576,apple
Naughty Kitties,Games,4.5,4162,0.0,221608960,apple
FlixBus - bus travel in Europe,Travel,4.5,92,0.0,29140992,apple
GoodNotes 4 - Notes & PDF,Productivity,4.5,7004,7.99,195221504,apple
Isabelle Dance Studio,Games,3.0,178,0.99,563912704,apple
Threes!,Games,4.5,18494,2.99,93796352,apple
The Amazing Spider-Man 2,Games,4.0,8843,6.99,1452716032,apple
Santa was in my House! Catch Santa Camera,Games,1.0,2,0.99,11927552,apple
Fonta,Photo & Video,4.0,217,0.99,22478848,apple
Effects Studio,Photo & Video,4.0,64,1.99,69170176,apple
"Quick Fit - 7 Minute Workout, Abs, and Yoga",Health & Fitness,4.5,407,0.0,187962368,apple
First Strike 1.3,Games,4.0,1016,3.99,149073920,apple
R.B.I. Baseball 14,Games,3.0,4459,4.99,839073792,apple
Shadow Blade,Games,4.5,503,1.99,606646272,apple
J&J Official 7 Minute Workout,Health & Fitness,5.0,4861,0.0,242486272,apple
Heart of Vegas Slots – Casino Slot Machine Games,Games,4.5,19355,0.0,96088064,apple
Mixgram - Picture Collage Maker - Pic Photo Editor,Photo & Video,4.5,54282,0.0,90218496,apple
"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",Lifestyle,4.0,1849,0.0,49271808,apple
Farming USA,Games,4.5,987,1.99,92385280,apple
Patrick Kane's MVP Hockey,Games,4.5,849,3.99,162003968,apple
宜人贷借款,Finance,4.5,12,0.0,64179200,apple
AG Drive,Games,4.0,1218,3.99,541367296,apple
Jodel,Social Networking,4.5,1193,0.0,56655872,apple
Block Сity Wars: game and skin export to minecraft,Games,4.5,13097,0.0,793368576,apple
KORG Gadget,Music,4.5,1297,39.99,918957056,apple
"Warhammer 40,000: Deathwatch - Tyranid Invasion",Games,4.5,2917,1.99,1676402688,apple
Jurassic World™: The Game,Games,4.5,149138,0.0,482223104,apple
Card Wars - Adventure Time Card Game,Games,3.5,13245,3.99,1256266752,apple
开心消消乐®,Games,4.0,40,0.0,136075264,apple
"Logos Quiz -Guess the most famous brands, new fun!",Games,5.0,58640,0.0,72567808,apple
VPN SecureLine - privacy & security by Avast,Utilities,4.0,1534,0.0,79377408,apple
feather for Twitter,Social Networking,4.5,22,2.99,66388992,apple
ゆるドラシル -本格派神話RPG-,Games,4.5,14,0.0,91238400,apple
QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,Productivity,5.0,1,0.0,909312,apple
Crazy Taxi™ City Rush,Games,4.5,22877,0.0,237275136,apple
Disco Zoo,Games,4.5,24999,0.0,116933632,apple
Staccal 2 - Calendars and Reminder,Productivity,3.5,14,0.99,52536320,apple
Slice Fractions,Education,4.5,834,3.99,209878016,apple
Mimitos Virtual cat with minigames,Games,4.5,8899,0.0,59750400,apple
Jumpy Horse Show Jumping,Games,4.0,746,2.99,1122046976,apple
Tengami,Games,4.0,703,3.99,259990528,apple
Drillbook Next Reader,Music,3.5,7,2.99,7758848,apple
Carp Fishing Simulator,Games,4.0,39,4.99,449393664,apple
Dr. Panda's Restaurant 2,Education,4.5,3821,2.99,157179904,apple
"平安好车主-用车助手,安全管家",Lifestyle,1.5,5,0.0,85696512,apple
工银融e联,Finance,1.5,13,0.0,100601856,apple
Nintype,Productivity,3.5,813,4.99,77518848,apple
MarcoPolo Ocean,Education,4.5,529,0.0,771670016,apple
"Got It - Homework Help Math, Chem, Physics Solver",Education,4.5,4903,0.0,32726016,apple
RollerCoaster Tycoon® 4 Mobile™,Games,3.5,21407,0.0,195613696,apple
TMNT: Brothers Unite,Games,4.0,449,2.99,270014464,apple
Repost It! for Instagram Pro - Video Photo Whiz,Social Networking,4.0,745,2.99,54003712,apple
Rookie Cam - Photo Editor & Filter Camera,Photo & Video,4.5,33921,0.0,110953472,apple
Out There: Ω Edition,Games,4.5,1895,3.99,164665344,apple
mySTATE - State College,Navigation,4.5,26,0.99,7122944,apple
宜搜小说-热门网络书籍看书追更必备神器,Book,5.0,8,0.99,39294976,apple
Athletics: Winter Sports (Full Version),Games,4.0,142,0.99,147554304,apple
作业帮-小初高学生拍照答疑学习辅导助手,Education,4.5,101,0.0,134531072,apple
Shin Megami Tensei (ENG),Games,5.0,147,7.99,27975680,apple
Adobe Photoshop Lightroom for iPad,Photo & Video,4.0,2005,0.0,146830336,apple
Words with Friends – Best Word Game,Games,4.5,160668,0.0,183009280,apple
Speak & Translate － Live Voice and Text Translator,Reference,4.5,4344,19.99,60432384,apple
Speak & Translate － Voice and Text Translator,Productivity,4.5,12062,0.0,78640128,apple
Photon X Private Browser and Flash Player for iPad,Productivity,4.0,18,0.99,34798592,apple
MagicBars - HomeScreen Wallpaper With Creativity,Entertainment,3.0,84,1.99,5218304,apple
Lastronaut,Games,4.5,1576,0.0,25448448,apple
Crazy Kitchen,Games,5.0,30704,0.0,196248576,apple
Tynker - Learn to Code. Programming Made Easy.,Education,4.5,771,0.0,168828928,apple
War Robots,Games,4.5,97122,0.0,600535040,apple
Peak - Brain Training,Education,4.5,20322,0.0,254793728,apple
"Baby Food Fair - Make, Eat, Play - Have Fun!",Games,3.5,520,0.0,83722240,apple
X-Tactics,Games,5.0,25,3.99,94363648,apple
Toca Pet Doctor,Education,4.0,365,2.99,330686464,apple
Crashlands,Games,4.5,1721,4.99,117937152,apple
The Olympics - Official App for the Olympic Games,Sports,1.5,470,0.0,11540480,apple
StaffWars,Education,4.5,99,0.99,40855552,apple
You Must Build A Boat,Games,4.0,444,2.99,98627584,apple
Autumn Dynasty Warlords,Games,4.5,572,6.99,240103424,apple
Deliciously Ella,Food & Drink,3.5,62,3.99,522395648,apple
Bridge Constructor Medieval,Games,4.5,262,1.99,104359936,apple
Star Horizon,Games,4.0,200,3.99,955272192,apple
Restaurant Story 2,Games,4.0,9699,0.0,154361856,apple
Surgeon Simulator,Games,4.0,4820,4.99,514434048,apple
Godus,Games,4.5,81311,0.0,167555072,apple
Vocabulary.com,Education,4.5,1718,2.99,8671232,apple
Dash Up 2,Games,4.5,8,0.0,72339456,apple
Scan & Translate - image Scanner and Translator,Utilities,4.0,1376,2.99,102495232,apple
Crazy Freekick,Games,4.5,228,0.0,33681408,apple
PKTBALL - Endless Arcade Smash Sport,Games,4.5,5492,0.0,123222016,apple
"ytools-flashlight,ruler,spirit level,protractor and sound level meter",Utilities,4.5,43,0.99,2162688,apple
TestNav,Education,1.5,491,0.0,4448256,apple
OUTDODGE,Games,4.0,117,0.0,41732096,apple
Don't Touch This - Secret Data Vault,Photo & Video,4.5,615,6.99,40141824,apple
Micromedex Drug Reference Essentials,Medical,1.5,428,2.99,5693440,apple
Social Picket - Stalker & Spy for Instagram,Utilities,4.0,285,0.0,11301888,apple
Sight Words Ninja - Slicing Game to Learn to Read,Education,4.0,112,1.99,55710720,apple
"单机三国志-不抽卡无体力,战个痛快",Games,4.5,15,0.99,134600704,apple
AnyFont,Utilities,4.0,324,1.99,6157312,apple
Sometimes You Die,Games,4.0,428,1.99,27910144,apple
Page: English Grammar & Spell Checker + Translator,Productivity,4.5,1252,3.99,24753152,apple
iWeather - World weather forecast,Weather,4.5,80,0.0,30547968,apple
Skiplagged — Actually Cheap Flights & Hotels,Travel,4.5,1851,0.0,106739712,apple
World Craft HD,Games,3.0,3933,0.0,154244096,apple
Multiplayer Terraria edition,Games,4.0,6981,3.99,15790080,apple
SimplePlanes,Games,4.5,2767,4.99,338566144,apple
Sago Mini Monsters,Education,4.5,409,2.99,87442432,apple
Papa's Freezeria To Go!,Games,4.5,885,0.99,53638144,apple
Brushstroke,Photo & Video,4.5,1373,3.99,61438976,apple
InsSave - Download & Save Photos & Videos From Instagram With Ease!,Social Networking,3.0,107,0.99,2314240,apple
Photon X Flash Web Browser & Player for iPhone - Full Screen Video plus Games,Utilities,1.0,3,2.99,12853248,apple
Black Elements – Use our cool Wallpapers to change the elements on your Home Screen and Lock Screen to another color!,Lifestyle,1.0,44,1.99,11292672,apple
Soccer Stars™,Games,4.5,43216,0.0,67262464,apple
Face Swap Booth – photo faceswap & face changer,Entertainment,4.0,5300,0.0,27779072,apple
Kitchen Scramble: Cooking Game,Games,3.5,17925,0.0,117025792,apple
Teach Your Monster to Read - Phonics and Reading,Education,3.5,75,4.99,95277056,apple
Gummy Drop! – A Match 3 Puzzle Game,Games,4.5,59158,0.0,123356160,apple
"Babbel – Learn Languages Spanish, French & more",Education,4.0,1533,0.0,135982080,apple
Red Onion - Tor-powered web browser for anonymous browsing and darknet,Utilities,4.5,2566,1.99,49845248,apple
百度手机卫士－wifi管家照片管理防骚扰安全助手,Utilities,4.5,119,0.0,64237568,apple
Fix My Car: Custom Mods,Games,4.0,87,1.99,53654528,apple
Leo's Fortune,Games,4.5,6776,4.99,96093184,apple
Fantastical 2 for iPad - Calendar and Reminders,Productivity,4.5,900,9.99,43115520,apple
Just Dance Now,Games,3.5,2535,0.0,67874816,apple
Flappy Golf,Games,4.5,14995,0.0,98557952,apple
FTL: Faster Than Light,Games,4.5,3832,9.99,179816448,apple
LongStory: Choose your own dating game,Games,4.0,1467,0.0,70488064,apple
Hairy Face Salon - Messy Shave Makeover,Games,2.5,416,0.0,78550016,apple
SKRWT,Photo & Video,4.5,230,1.99,34190336,apple
Space Marshals,Games,4.5,3515,3.99,443423744,apple
Forgotten Memories: Alternate Realities,Games,4.0,669,5.99,1361486848,apple
Scanbot - Scanner App & Fax,Utilities,4.5,3936,0.0,149340160,apple
Spellspire,Games,4.5,2939,0.0,68319232,apple
DatPiff,Music,3.5,2815,0.0,88672256,apple
musical.ly - your video social network,Photo & Video,4.5,105429,0.0,173910016,apple
MuseScore Songbook - Sheet Music,Music,4.0,403,1.99,86334464,apple
MMX Racing,Games,4.5,12854,0.0,836734976,apple
Wishbone - Compare Anything,Social Networking,4.5,20649,0.0,117052416,apple
ArtPose,Reference,4.5,102,2.99,164829184,apple
"Wayfair - Shop Furniture, Home Decor, Daily Sales",Shopping,5.0,12578,0.0,165069824,apple
Mini Metro,Games,5.0,4064,4.99,113240064,apple
Sumotori Dreams,Games,4.0,1036,0.99,6471680,apple
Family Guy: The Quest for Stuff,Games,4.5,104060,0.0,131257344,apple
Zenly - Locate your friends in realtime,Social Networking,4.0,427,0.0,126879744,apple
Sunken Secrets,Games,4.5,10849,0.0,180488192,apple
Jupiter Jump,Games,4.5,2890,0.0,16756736,apple
Make It Rain: The Love of Money,Games,4.5,27556,0.0,169664512,apple
Yup - Homework Help with Math & Science Tutors,Education,4.5,1424,0.0,99890176,apple
Ninja UP!,Games,4.0,1233,0.0,37830656,apple
"VIDO - Rewards, Music and Videos for YouTube",Entertainment,4.5,2133,0.0,47266816,apple
Skullduggery!,Games,4.5,409,2.99,149618688,apple
Rules!,Games,4.5,835,2.99,56890368,apple
2048,Games,4.5,157882,0.0,15536128,apple
Pokémon TCG Online,Games,3.5,13559,0.0,629442560,apple
BET NOW - Watch Shows,Entertainment,2.5,967,0.0,37992448,apple
Windy ~ Sleep Relax Meditate & white noise sounds,Health & Fitness,4.5,5285,1.99,95154176,apple
Missguided,Shopping,3.5,113,0.0,85928960,apple
AirAttack 2,Games,4.5,229,0.99,510278656,apple
Google Docs,Productivity,4.5,64259,0.0,199993344,apple
Google Sheets,Productivity,4.5,24602,0.0,292418560,apple
Wild Kratts World Adventure,Education,3.0,193,3.99,170135552,apple
Funimate video editor: add cool effects to videos,Photo & Video,4.5,123268,0.0,104902656,apple
Zombie Catchers,Games,4.5,16805,0.0,103388160,apple
WordNerd - The picture puzzle game for word nerds,Games,4.5,414,0.0,161055744,apple
Meipai,Photo & Video,4.5,1190,0.0,147106816,apple
in-capturing moments in life,Photo & Video,4.0,16,0.0,147728384,apple
Score! Hero,Games,4.5,85395,0.0,170775552,apple
Star Wars™: Commander,Games,4.5,253448,0.0,187205632,apple
Piano Tiles (Don't Tap The White Tile),Games,4.5,172686,0.0,22286336,apple
100 Balls,Games,4.5,30967,0.0,23143424,apple
The Easter Bunny Tracker,Entertainment,2.5,38,1.99,17702912,apple
ALONE...,Games,4.5,465,0.99,50423808,apple
8-Bit RPG Creator,Games,4.0,73,2.99,40919040,apple
Thomas Was Alone,Games,5.0,1226,4.99,228364288,apple
"Union - Combine, Blend, and Edit Photos",Photo & Video,4.5,1372,1.99,52169728,apple
KNFB Reader,Productivity,4.5,71,99.99,106429440,apple
Kiwanuka,Games,4.5,1025,0.99,49516544,apple
Candy Crush Soda Saga,Games,4.5,133394,0.0,241862656,apple
Almanac Long-Range Weather Forecast,Weather,1.5,12,0.0,15704064,apple
Ambition: Strategy War Game,Games,3.5,360,3.99,54139904,apple
The Impossible Letter Game,Games,4.5,6956,0.0,25113600,apple
Red Ball 4,Games,4.5,9818,0.99,105723904,apple
Pet Buddies HD,Games,4.5,8227,0.0,108698624,apple
No Brakes,Games,4.5,6865,0.0,21550080,apple
Sounds app - Music And Friends,Music,4.5,5126,0.0,132413440,apple
"Adobe Spark Video, Animated Videos in minutes",Productivity,4.5,4302,0.0,154832896,apple
Looney Tunes Dash!,Games,4.5,25806,0.0,179526656,apple
タップル誕生 - 出会いアプリで趣味から恋活・婚活,Social Networking,4.5,37,0.0,62878720,apple
Summoners War,Games,4.5,137122,0.0,38124544,apple
Mr Jack Pocket,Games,3.5,31,2.99,100689920,apple
Botanicula,Games,4.5,959,4.99,660328448,apple
Peggle Blast,Games,4.0,11528,0.0,454746112,apple
Webcams – EarthCam,Travel,4.0,912,0.0,43324416,apple
Face Swap-r,Entertainment,2.5,17,0.0,3563520,apple
Cooking Academy 2: World Cuisine (Full),Games,4.5,988,2.99,133746688,apple
Cinamatic,Photo & Video,3.5,937,2.99,43502592,apple
MADDEN NFL Mobile,Games,4.5,230289,0.0,147190784,apple
Wayward Souls,Games,4.5,2061,6.99,47943680,apple
Pop Jump,Games,2.0,1,0.99,130396160,apple
Disney Karaoke: Frozen,Music,3.5,313,6.99,103239680,apple
World of Tanks Blitz,Games,4.5,41729,0.0,2952593408,apple
Game Studio Tycoon – Become A Game Developer!,Games,4.5,131,1.99,137838592,apple
Ghost Lens+Scary Photo Video Edit&Collage Maker,Photo & Video,5.0,18316,0.0,102500352,apple
全民炸金花-首款含电玩城百家乐的棋牌游戏,Games,5.0,22,0.0,44426240,apple
Mud Bogger ( 3D Monster Truck Driving & Racing Games ),Games,2.5,16,0.99,109277184,apple
Table Tennis Touch,Games,4.5,1701,2.99,318714880,apple
Kim Kardashian: Hollywood,Games,4.5,397730,0.0,239976448,apple
Tantan,Social Networking,4.5,235,0.0,35807232,apple
94%,Games,4.5,13805,0.0,121039872,apple
Flinch - Video Chat Staring Contest,Social Networking,3.0,2134,0.0,88759296,apple
Fyuse - 3D Photos,Photo & Video,4.5,4126,0.0,118107136,apple
YouCam Makeup: Magic Makeup Selfie Cam,Photo & Video,4.5,14188,0.0,133124096,apple
斗鱼--王者大神在直播,Entertainment,2.5,266,0.0,200382464,apple
Mucho Party,Games,4.5,307,0.0,87665664,apple
贝贝-8000万妈妈信赖的母婴正品特卖拼团商城,Shopping,3.5,6,0.0,109491200,apple
Keystone Biology Practice Test,Education,3.0,6,0.99,28784640,apple
Civilization Revolution 2,Games,4.0,5416,9.99,1009885184,apple
Kritika: The White Knights,Games,4.5,5185,0.0,1062202368,apple
"Forest: Stay focused, be present",Productivity,5.0,1869,1.99,57554944,apple
"8fit - Workouts, meal plans and personal trainer",Health & Fitness,5.0,8730,0.0,101789696,apple
iThoughts (mindmap),Productivity,4.5,287,11.99,56014848,apple
Clash of Lords 2: New Age,Games,4.0,7795,0.0,207059968,apple
SONIC Drive-In,Food & Drink,4.0,1645,0.0,71068672,apple
Cupcake Mania™,Games,4.5,15336,0.0,167641088,apple
botman - Real time video chat,Social Networking,3.0,7,0.0,86319104,apple
LINE: Disney Tsum Tsum,Games,4.5,65155,0.0,77043712,apple
Best Fiends,Games,4.5,37584,0.0,271392768,apple
Bitmoji - Your Personal Emoji,Utilities,4.5,37972,0.0,105198592,apple
Pixel Cup Soccer,Games,4.0,64,0.99,45298688,apple
Goat Simulator,Games,4.5,34819,4.99,436621312,apple
Rocket Cars,Games,4.0,1404,0.0,154898432,apple
Stealers Steal: A thief's quest for gold,Games,5.0,12,0.99,120459264,apple
Pink Pong,Games,3.5,504,0.0,17800192,apple
The Lost Ship,Games,4.5,262,0.99,68837376,apple
Angry Birds Transformers,Games,4.5,106434,0.0,364130304,apple
WorldCraft : 3D Build & Craft,Games,4.0,468,0.99,185914368,apple
Tormentum - a Point & Click Adventure,Games,4.5,127,4.99,367181824,apple
Copy My Data,Utilities,4.0,72,0.0,1376256,apple
Implosion - Never Lose Hope,Games,4.5,1644,9.99,2610579456,apple
虎牙直播-热门高清游戏互动直播平台,Entertainment,3.5,38,0.0,77289472,apple
PHHHOTO - Look Alive,Photo & Video,4.0,4280,0.0,54254592,apple
FOTONICA,Games,4.5,352,2.99,263354368,apple
Sago Mini Road Trip,Education,4.5,343,2.99,80607232,apple
Tomb Raider II,Games,4.0,330,0.99,310942720,apple
Stay In The Line Pro,Games,4.0,474,0.99,6758400,apple
Toca Life: Town,Education,4.5,3174,2.99,453559296,apple
Timberman,Games,4.5,35587,0.0,72761344,apple
Fresco — Be a part of the news,News,4.0,219,0.0,51374080,apple
Torque Burnout,Games,4.0,2531,0.0,672060416,apple
Instant Repost for Instagram-Stories Repost Upload,Utilities,4.5,1528,0.0,7704576,apple
"Powerful Silent Timer – Vibration Alarm for Library, Train etc.",Productivity,4.0,1,0.99,2662400,apple
"Skater - Skate Legendary Spots, Perfect Board Feel",Games,4.0,2040,4.99,398277632,apple
Elevate - Brain Training and Games,Education,5.0,58092,0.0,196350976,apple
CalculationBook Pro,Utilities,4.5,7,2.99,4824064,apple
Phonics Fun on Farm Educational Learn to Read App,Education,4.0,59,2.99,99215360,apple
"Little Builders - Trucks, Cranes & Digger for Kids",Education,3.5,220,1.99,245778432,apple
DragonBox Elements - Geometry Proofs,Education,4.5,118,4.99,321501184,apple
Lumo Deliveries,Games,3.0,679,0.0,230297600,apple
JibJab,Entertainment,4.5,3755,0.0,113507328,apple
NFL Fantasy Football - Official NFL Fantasy App,Sports,3.0,8234,0.0,81811456,apple
Smart Music: Streaming Videos and Radio,Music,4.5,17,0.0,32728064,apple
Photo Editing Effects & Collage Maker - Effectshop,Photo & Video,4.5,422,0.0,56615936,apple
喜马拉雅FM（听书社区）电台有声小说相声英语,Book,5.0,2111,0.0,130731008,apple
Osmo Tangram,Games,4.0,200,0.0,160265216,apple
Osmo Words,Games,4.0,121,0.0,232315904,apple
E! Now,Entertainment,4.5,5506,0.0,95158272,apple
